grant_id,funding.agency,funding.amount,date.start,date.end,title,abstract
100147,BBB,48000,12/16/2008,9/3/2013,Etiam tempor eros id lorem molestie sagittis.,"Maecenas sit amet metus felis, tristique accumsan nisl. Fusce nec urna nisl, sed vehicula lorem. Sed consequat scelerisque felis sed mollis. Nulla semper ante vel sapien rutrum sit amet ornare magna pharetra. Nam viverra enim et ante sodales in imperdiet dolor vestibulum. Morbi et lectus diam. Ut facilisis, enim sed commodo adipiscing, nulla tortor tempus risus, in consectetur orci eros id libero. Integer eu est magna, id sodales ante. Aliquam feugiat ligula a tortor dapibus laoreet. Suspendisse sed vulputate nulla. Ut non diam elit."
100148,ABC,67000,12/25/2008,9/17/2013,Etiam vitae justo sit amet tortor tempus tristique et id nibh.,"Nulla blandit iaculis sem, non vulputate mauris vulputate a. Mauris sit amet mi urna, eget cursus velit. Ut aliquam viverra felis in congue. Aliquam tempor aliquet accumsan. Donec velit quam, volutpat in interdum in, sollicitudin sed arcu. In in posuere lectus. Cras vulputate imperdiet velit. Sed id nunc ut urna ornare sollicitudin vitae ut ipsum."
100149,DDD,82000,5/19/2009,10/2/2013,Fusce a lacus in velit laoreet rhoncus.,"Cras at felis sapien. Curabitur metus mauris, venenatis sed venenatis et, bibendum tincidunt enim. Vivamus nec ante enim. Vivamus et lorem vel ante egestas pharetra quis sed eros. Nam sapien nunc, pharetra ac aliquet eget, bibendum at lorem. Quisque turpis libero, placerat in convallis quis, auctor sed mi. Duis vel ante lorem, nec pellentesque diam. Curabitur pretium urna sed mi tincidunt placerat."
100150,NSF,25000,6/15/2009,12/4/2013,Fusce a risus eu sapien facilisis facilisis.,"Duis nec mauris justo. Praesent felis arcu, facilisis et suscipit eget, blandit ut leo. Cras sem odio, pharetra a molestie quis, porta at neque. Curabitur velit libero, suscipit sit amet consectetur ultricies, dictum in orci. Suspendisse potenti. Cras tortor dui, tincidunt non vestibulum sed, porttitor a quam. Nam tellus nisi, tincidunt tristique tristique vitae, ultricies ut ipsum."
100151,BBB,22000,7/15/2009,12/20/2013,Fusce consequat lectus id erat adipiscing at lobortis dui vulputate.,"Praesent a arcu vel massa bibendum vestibulum. Donec sagittis suscipit lorem, vitae tempor leo rhoncus sed. Nulla scelerisque, tellus imperdiet venenatis malesuada, mi mi auctor lacus, a tincidunt turpis eros id sem. Nunc in metus eget ipsum scelerisque facilisis. Donec id nulla non dui rutrum dignissim in eu magna. Aenean sollicitudin orci eu orci luctus sed porttitor mi dapibus. Phasellus ullamcorper ipsum venenatis lorem varius sit amet pulvinar sapien feugiat. Mauris tincidunt rhoncus mi non condimentum."
100152,DDD,12000,7/20/2009,12/24/2013,Fusce consequat risus quis arcu gravida nec tempor enim euismod.,"Nam imperdiet, ligula nec condimentum scelerisque, diam sem auctor ante, rutrum convallis orci nisi sagittis erat. Fusce aliquam eros et sapien pulvinar gravida in ac justo. Suspendisse molestie quam quis orci semper interdum. Proin eget eros sed sapien semper vehicula. Nullam pulvinar nibh vel eros porttitor sed malesuada tortor aliquet. Quisque ut metus quam, vitae pulvinar turpis. Praesent id tellus blandit justo tincidunt fringilla id nec nibh. Phasellus laoreet dictum sollicitudin. Vivamus lobortis velit et lorem vestibulum accumsan. Suspendisse potenti. Cras lacinia magna ac dui blandit at laoreet velit adipiscing. Suspendisse potenti. Integer augue quam, tincidunt et feugiat ac, adipiscing condimentum orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec vitae urna non orci fringilla auctor ac auctor dolor."
100153,EFG,46000,8/14/2009,1/21/2014,Fusce cursus lorem eget lacus lobortis eleifend.,Aliquam semper elit suscipit orci hendrerit aliquet. Donec vitae turpis ante. Phasellus varius porttitor nisi et congue. Vivamus imperdiet odio sed ante tempor euismod. Vivamus sed nulla in nisl tempus dignissim sed sit amet orci. Phasellus nec enim vitae est sagittis consectetur. Praesent sit amet justo vel libero blandit auctor. Sed sodales iaculis risus. Duis mattis erat congue libero gravida luctus. Cras dignissim feugiat libero a posuere. Suspendisse tempus elit odio. Integer viverra euismod leo ut vestibulum.
100154,Dept of Education,10000,9/9/2009,4/17/2014,Fusce dignissim mi ac libero fringilla volutpat.,"Vestibulum tortor nunc, feugiat ut adipiscing sed, congue semper tellus. Quisque sed bibendum turpis. Etiam egestas odio sit amet ligula pretium ac posuere risus posuere. Ut gravida ligula vel sapien aliquam malesuada. Proin lectus sapien, commodo in rutrum non, viverra tincidunt felis. In hac habitasse platea dictumst. Nulla venenatis, augue ac eleifend faucibus, urna turpis feugiat nisl, a tincidunt elit odio sit amet odio. Donec eu sapien sit amet justo ullamcorper lacinia vitae eu arcu. Mauris scelerisque sollicitudin dui ut convallis. Suspendisse mauris magna, luctus vitae volutpat in, tempor nec turpis. Aliquam elit sapien, bibendum non sollicitudin at, pulvinar at lacus. Sed in dui a lorem mollis faucibus ac eget lectus. Pellentesque fringilla, lorem et tristique dignissim, risus metus faucibus turpis, nec pellentesque magna velit nec tellus. Phasellus sed nunc in enim accumsan gravida. Nulla facilisi. Morbi ultricies congue turpis in fringilla."
100155,BBB,70000,10/22/2009,4/18/2014,"Fusce eget justo orci, eu pretium libero.","Vivamus posuere leo consectetur velit cursus venenatis. Vestibulum vulputate, elit vitae elementum convallis, sem est vehicula nunc, quis posuere nulla elit ac metus. Etiam condimentum molestie augue, quis semper ligula suscipit at. Maecenas feugiat hendrerit volutpat. Cras ullamcorper aliquet mi, in ultrices ipsum luctus at. Aenean vel risus in quam malesuada hendrerit ut non erat. Aenean ipsum justo, semper vitae placerat eu, convallis ac magna. Vivamus a rutrum felis. Donec dapibus volutpat dui in imperdiet. Phasellus pharetra, tortor at imperdiet pellentesque, mi velit ornare arcu, vitae auctor mi diam eu enim."
100156,ABC,33000,12/8/2009,4/23/2014,"Fusce et justo mauris, id commodo diam.","In non metus quis magna auctor lacinia et quis sapien. Ut sit amet lorem justo. Duis non nisl at dolor tristique facilisis. Donec sit amet ligula augue, non vehicula orci. Duis eget imperdiet risus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nunc eget orci ipsum, sit amet ultricies est. Phasellus augue elit, molestie non consectetur non, sagittis viverra augue."
100157,BBB,13000,1/8/2010,5/29/2014,Fusce et purus lacinia quam semper convallis eget ac odio.,"Duis egestas nibh a lacus commodo interdum at a est. Curabitur tempor egestas luctus. Praesent erat neque, pulvinar eu pretium venenatis, condimentum nec est. Nunc facilisis varius laoreet. In hac habitasse platea dictumst. Sed ante urna, lobortis id ornare ut, faucibus eget nisl. Mauris sit amet massa hendrerit lorem luctus convallis in et leo. Nunc ac nulla risus. Curabitur suscipit purus et lectus dignissim consequat at eu purus. Ut ante metus, accumsan id tincidunt ut, ornare non odio."
100158,ABC,44000,2/12/2010,6/23/2014,Fusce in magna quis nisl faucibus pretium.,"Vivamus nec massa augue. Donec quis nisi et sem sodales tincidunt non vitae sapien. Nam porttitor tincidunt purus a pharetra. Phasellus nec ante id augue malesuada molestie. Aliquam ornare, lorem nec sagittis pellentesque, nunc turpis sollicitudin libero, sit amet sollicitudin ante turpis a nisl. Fusce accumsan accumsan tellus dictum sagittis. Sed et nulla libero, eu tincidunt purus."
100159,Dept of Education,1000,5/19/2010,7/1/2014,"Fusce lacinia mollis augue, et mattis elit consectetur quis.","Donec scelerisque lobortis lectus, vitae blandit quam luctus sed. Phasellus mattis imperdiet dui, eget mattis lectus consectetur in. Duis et augue est, eget placerat ante. Vestibulum volutpat massa in dolor eleifend ornare. Vivamus porta libero nec lacus cursus blandit. Praesent non erat vitae lorem posuere pellentesque. Vestibulum posuere laoreet ornare. Cras aliquet nulla sed libero pulvinar dignissim. Duis accumsan vehicula mauris in rhoncus."
100160,Dept of Education,51000,5/31/2010,7/22/2014,Fusce luctus dui vel mi adipiscing ullamcorper rutrum nisi aliquam.,"Vestibulum blandit bibendum mi scelerisque mattis. Integer sodales fermentum hendrerit. Sed sed libero nibh, a pellentesque augue. Maecenas ut sollicitudin felis. Sed a tellus risus. Pellentesque dolor risus, fermentum at consequat in, placerat ac nibh. Ut ornare ipsum ut leo pretium non ultrices diam eleifend. Donec accumsan mauris a neque dignissim convallis. Quisque velit sapien, condimentum placerat tempus varius, malesuada eu sem."
100161,Dept of Education,90000,6/16/2010,9/23/2014,Fusce pharetra elit at nibh pulvinar condimentum.,"Aliquam erat volutpat. Donec lorem orci, malesuada eget venenatis vitae, tincidunt nec ligula. Nam ac ligula leo. Morbi aliquam fringilla sem quis congue. Integer gravida sollicitudin facilisis. Ut eleifend lectus nec nunc pulvinar pretium. Vivamus in scelerisque elit. Mauris orci erat, pretium id elementum sed, vestibulum viverra nisi. Phasellus id risus malesuada mi fringilla commodo sed a diam. Aliquam volutpat cursus commodo. Aliquam hendrerit odio convallis felis vestibulum vitae aliquet risus fringilla. Etiam sodales dui nec magna vulputate vehicula. Integer sed nisl a nisl semper sagittis non non elit. Proin quis dictum lorem. Aenean quis diam enim, id sodales arcu. Duis posuere, elit in faucibus euismod, velit turpis laoreet metus, ut pulvinar mauris justo vel nisi."
100162,Dept of Education,44000,7/2/2010,10/29/2014,Fusce pretium augue nec velit aliquet posuere.,"Cras a justo lectus, in tristique turpis. Aliquam ut lobortis lorem. Vivamus lobortis ante id odio dignissim dignissim. In quis turpis sem, vel consectetur lacus. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Nam sagittis tellus vel tortor ultricies vel pellentesque elit cursus. Donec volutpat est nisl, non sagittis est. Nulla ornare nisi nec est bibendum euismod. Nulla condimentum, tellus a gravida dapibus, urna arcu congue quam, ac sollicitudin sem dolor ac sem."
100163,EFG,62000,10/13/2010,12/1/2014,"Fusce sed purus libero, sit amet sagittis tellus.","Vestibulum imperdiet vehicula turpis, a aliquet velit ultrices sit amet. Nulla arcu turpis, convallis quis lacinia eu, bibendum id purus. Pellentesque vulputate mauris id leo ornare sollicitudin. Donec ornare nunc eget ante rutrum ut bibendum lacus auctor. Phasellus et lacus at risus lobortis convallis. Phasellus justo metus, molestie ut porta et, adipiscing placerat ligula. Phasellus mattis, nisl in interdum aliquet, nulla lorem consequat nunc, nec ornare elit nulla non nulla. Aliquam venenatis viverra nulla at mollis. Proin in nulla eget tellus bibendum posuere vel ornare nibh. Nam tempor purus a nisl convallis a sollicitudin ante varius. Fusce tempor interdum elementum."
100164,Dept of Education,423000,12/10/2010,1/29/2015,Fusce sed turpis nec mauris aliquam pharetra sed sit amet sem.,"Duis dapibus varius purus, eu faucibus metus tristique at. Nam risus lorem, elementum vehicula porttitor lacinia, vehicula commodo est. Suspendisse id nisi metus. Nam nulla metus, laoreet mattis sodales eu, scelerisque id orci. Cras sit amet dui vitae ipsum gravida ullamcorper eu eget odio. Nulla vel urna massa, porta euismod leo. Nullam fermentum vestibulum sem, nec ornare ante fringilla hendrerit. Praesent nunc ipsum, fermentum eget tincidunt a, euismod et neque. Aliquam velit nisi, sagittis elementum pellentesque eget, lacinia ut orci. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Mauris odio ante, iaculis eget porta ut, congue a risus. Aenean ultricies fermentum imperdiet. Quisque dignissim volutpat neque, non tincidunt mi laoreet sed. Etiam enim nunc, cursus id rutrum vitae, eleifend vitae mauris. Sed eget diam at leo aliquam varius non vitae urna. Lorem ipsum dolor sit amet, consectetur adipiscing elit."
100165,BBB,933000,12/27/2010,12/28/2011,Fusce suscipit justo in augue tincidunt sed dignissim lorem scelerisque.,"Sed turpis lectus, commodo vel suscipit id, tincidunt sit amet diam. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Cras varius condimentum justo, rutrum adipiscing sapien iaculis at. Vivamus ut mi ac mauris cursus commodo. In non ligula id nisl cursus egestas a non velit. Sed interdum neque vitae magna consequat fermentum. Nunc egestas aliquet enim at dictum. Sed adipiscing tortor ac nibh tristique ultrices. Sed pellentesque consectetur augue, sed ultricies sem sollicitudin eu. Aliquam quis ipsum lectus, vitae hendrerit tortor. Fusce varius, justo quis adipiscing dictum, nisl dolor laoreet est, non vestibulum arcu est at dui. Nam sed congue turpis. Nullam eget dolor vel urna molestie vulputate quis ut metus."
100166,ABC,130000,1/20/2011,3/8/2012,"Fusce ut nisi augue, ac laoreet sapien.","Sed lectus nisi, tincidunt ac porttitor quis, pretium sit amet massa. Aliquam ut molestie ligula. Ut accumsan, sapien at ornare accumsan, magna ipsum euismod arcu, ac pharetra est ligula ac felis. Quisque vitae fermentum tellus. Nam erat nisi, scelerisque vitae scelerisque sit amet, sagittis a nisl. In eu imperdiet tortor. Curabitur risus purus, ornare auctor tempus vitae, blandit et eros. Quisque a orci sit amet orci feugiat hendrerit tristique ut leo. In pulvinar augue non ipsum pretium id imperdiet sem posuere. Aenean consequat lacus non quam consectetur interdum."
100167,DDD,434000,2/22/2011,3/30/2012,Fusce vulputate augue eget quam mollis tincidunt.,"Cras ligula sapien, auctor nec ultricies quis, pulvinar malesuada justo. Etiam luctus ullamcorper tortor, non fringilla eros scelerisque vitae. Pellentesque pellentesque scelerisque pretium. Mauris vitae lectus ligula, ut porttitor mi. Cras quam erat, accumsan a pretium sed, egestas non odio. In lacus orci, laoreet imperdiet tempor eu, tincidunt nec dolor. Vivamus convallis tortor sit amet quam lacinia consequat."
100168,NSF,305000,3/17/2011,5/29/2012,In a urna a turpis pellentesque sagittis.,"Maecenas consectetur, nunc et varius iaculis, augue arcu lobortis urna, nec adipiscing nibh neque sit amet risus. Mauris aliquam auctor ipsum porta eleifend. Aenean posuere vulputate diam eget placerat. Morbi tincidunt elementum tortor, posuere luctus mi porta sit amet. Vestibulum at arcu nisl. Suspendisse eu mi mi, nec bibendum risus. Donec malesuada, ipsum tincidunt sodales gravida, elit magna aliquam purus, vel mollis tellus magna nec nisl. Maecenas ut ante turpis, a mattis lorem. Nulla facilisi."
100169,BBB,238000,5/26/2011,6/11/2012,In ac massa sit amet justo ultricies iaculis.,"Nullam molestie consectetur sapien vitae commodo. Quisque venenatis tincidunt eros id elementum. Nulla facilisi. Fusce consequat placerat tristique. Morbi sagittis, odio eu imperdiet tempus, ipsum turpis commodo arcu, sit amet pharetra lorem lectus eu mauris. Fusce fringilla odio felis, vitae rhoncus nibh. Donec at ante orci, at pretium sem. Vestibulum nec lobortis lorem. Integer consectetur faucibus sem, sed dictum lorem pulvinar nec. Sed ut mi ut augue tristique semper non ac urna. Maecenas ut ante laoreet libero condimentum vehicula. Donec tristique, est sed pharetra sodales, ante ligula vestibulum libero, ac fringilla ante mi at ligula. Pellentesque a justo ut ipsum porta egestas. Praesent interdum suscipit interdum. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla id nunc in quam viverra rutrum."
